Sentence	Topic_Label
लोकायुक्त ने की नसीमुद्दीन के खिलाफ जांच की सिफारिश	0
मिस्र:मुर्सी ने हासिल की असीमित शक्तियां	2
आख़िर यही समय क्यों चुना संजय बारू ने?	0
शाहरुख़ बनाम अक्षय: कौन मारेगा बाज़ी ?	3
सुरक्षित नहीं ब्रिटेन के थाने	1
अन्ना के रवैये से हैरान हैं केजरीवाल	0
'खनन से आदिवासियों को ख़तरा'	0
बोइंग ने लड़ाकू विमान को बनाया ड्रोन 	5
पाकिस्तान में तेजाब फेंकने पर मृत्युदंड	2
क्या यूपी में चल पाएगा मोदी का करिश्मा?	0
अफ़ग़ानिस्तान में चीन के अरमान, भारत के लिए कितने ख़तरनाक?	2
बच्ची के साथ बलात्कार का दूसरा अभियुक्त गिरफ्तार	0
किसी किले से कम नहीं हैं ये गोलकीपर	4
"""मेरे पिता का कत्ल मज़हब की तौहीन है"""	2
महामारी की वजह बन सकता है बर्ड फ्लू वायरस	5
पोर्न वेबसाइट्स पर रमज़ान से पहले रोक	1
कश्मीर में ब्रितानी पर्यटक का कथित बलात्कार, हत्या	0
शिवाजी पार्क से हटी बाल ठाकरे की 'समाधि'	0
शरीफ़ को इमरान की धमकी, क़ादिरी की डेडलाइन	2
संजय क्या-क्या ले जाएँगे येरवडा	0
सचिन और रेखा राज्यसभा के लिए मनोनीत	0
उत्तरी अमरीका में रिकॉर्ड तोड़ ठंड, ज़िंदगी थमी	2
सचिन महानतम क्रिकेटरः ब्रायन लारा	4
अमरीका में जश्न का माहौल 	1
ट्विटर पर कैसे बढाएं फ़ॉलोअर?	2
ग़ज़ा और इसराइल में हो संघर्षविराम: सुरक्षा परिषद	2
मिस्र:राष्ट्रपति मुर्सी के समर्थन में बड़ी रैली	2
ट्विटर: कर्मचारियों में 'गोरों' का बोलबाला	2
अखिलेश को मुलायम ने फिर दिया झटका?	0
आईएसआईएस के सामने बेबस नहीं है इराक़	2
लिंग की लंबाई बताने वाला मोबाइल ऐप	5
कराची में धमाका, तीन मरे कई घायल	2
'वर्ष 2015 तक सैनिक वापस आ जाएँ'	1
बीबीसी विशेष: क्या ख़ुद को पाकिस्तान के लिए बोझ मानते हैं हाफ़िज़ सईद?	2
दूरसंचार में 100% विदेशी निवेश को मंज़ूरी	0
FAQs about adverts on BBC pages	1
इराक़: हाथ बँधे 53 शव बरामद	2
रोमनी की चूक पर ओबामा की चुटकी	1
चीन सरकार ने मानी 'कैंसर गांवों' की बात 	2
मुर्सी के सत्ता में आने पर हमास की उम्मीदे बढ़ी	1
धरती पर गिरी 'अंतरिक्ष की फ़रारी'	5
मोदी की जीत से खड़े हुए कई बड़े सवाल	0
'लोग हमें एलियंस कहते हैं'	0
बुगती हत्याकांड: मुशर्रफ़ हुए गिरफ्तार 	2
क्या पहनें, क्या न पहनें?	2
मोदी पर क्यों मुग्ध हुआ चीन का सरकारी मीडिया?	2
'सत्यमेव जयते' ने दिखाया कमाल	3
ब्रिटेन के पहले मुस्लिम सांसद पंजाब के गवर्नर होंगे	2
कलम और किताब सबसे ताकतवर हथियार: मलाला	2
किसने बनाई भारत की 'सर्वश्रेष्ठ फिल्म'?	3
कौन है केजरीवाल का अगला निशाना?	0
सूचना छिपाने पर चुनाव नामांकन रद्द: सुप्रीम कोर्ट	0
ऑस्ट्रेलियाः शराबियों से जबरदस्ती पर उठे सवाल	2
सऊदी अरब में अब दिखेगा सिनेमा	2
चाहती हूं शादी हो, वोट भी डालूं, पता नहीं कब..	0
सिंगल हूँ पर प्यार के लिए तैयार नहीं: नरगिस फ़करी	3
ब्लड ग्रुप और गर्भधारण में रिश्ता	5
हमास से समझौता तोड़ें अब्बास: इसराइल	2
ज़िम्बाब्वे: स्कूल फ़ीस में दे सकेंगे बकरी!	2
समझ नहीं आ रहा सपा का 'असली नेता' कौन?	0
1971: पाकिस्तानी सेना को क्यों करना पड़ा सरेंडर?	0
अब चीन ने अमरीका को व्यापार में पछाड़ा	2
फिल्म रिव्यू: बजाते रहो	3
अफ़ग़ानिस्तानी ख़ुफ़िया एजेंसी कैंपस में आत्मघाती हमला, 10 मरे	2
असांज ने की मैनिंग के ख़िलाफ़ फ़ैसले की आलोचना	2
मिस्र की सड़कों पर उतरे हज़ारों प्रदर्शकारी	2
आइपीएल 7: बंगलोर ने दिल्ली को हराया	4
"कितना कारगर रहा ""एंटी स्मॉग गन"" का ट्रायल?"	0
यूरोपीय संघ को शांति का नोबेल पुरस्कार	2
क्या मुसलमानों को बनानी चाहिए अपनी पार्टी?	0
आलू के शौकीन ब्रिटेन पर तंज कसती चीनी पैरोडी	2
दान किए शुक्राणुओं से बच्चों को मिली बीमारियां	5
वैदिक की हाफ़िज़ सईद से मुलाक़ात पर हंगामा	0
बच्चों के मोबाइल फोन पर रख सकेंगे निगरानी	5
चिल्का झील की दशा	0
कोयला घोटाले पर खबर भ्रामक: सीएजी	0
देवबंद का फरमान, रिसेप्शनिस्ट महिलाएं रहें सावधान!	0
काबुल हमले में 'पाकिस्तानी कड़ी' की ओर इशारा	2
पाक खिलाड़ियों की सज़ा का स्वागत 	4
क्या दर्शकों को बांध पाएगी 'ज़ंजीर' ?	3
क्या इसराइल और हमास की लड़ाई ख़त्म हुई?	2
एशेज़: क्या अगले कुछ साल ऑस्ट्रेलिया के लिए बुरे ही रहेंगे?	4
ममता तो छोटी बहन हैं:प्रणब मुखर्जी 	0
...क्या गंजे अब कंघी खरीद चुके हैं?	0
अफ़ग़ानिस्तान: बाढ़ 70 से ज़्यादा की मौत	2
ऑस्कर की राजनीति में 'ज़ीरो डार्क थर्टी' ?	3
आईफ़ोन, आईपैड के बाद अब ऐपल की आईवॉच?	5
अपनी ही तारीफ़ कर खुद फंसे स्वामी ओम?	0
सोशल मीडिया: क्या है क्षेत्रीय पार्टियों की रणनीति	0
बम धमाके में गवर्नर की मौत	2
आखिर अंदर से कैसा होता है मस्तिष्क?	5
लालू के राजनीतिक समीकरण में 'सेंध की कोशिश'	0
तालिबान पर अफगानिस्तान को मिला अमरीकी भरोसा	2
सेक्स स्कैंडल के बाद नई आचार संहिता	1
कहाँ गए वो 'आशिक़ी' वाले राहुल रॉय?	3
बिहार में प्रचार नहीं करेंगे मोदी	0
'पाकिस्तान ज़िंदाबाद' कहने पर रासुका में केस	0
कनिमोड़ी की ज़मानत याचिका ख़ारिज	0
क्या रॉबर्ट वाड्रा कांग्रेस के लिए बोझ बन गए हैं?	0
साफ़ हवा में सांस लेने पर लगा टैक्स	2
चंबल के गांव जहां औरतें नहीं पहनतीं मर्दों के सामने चप्पल	0
छत्तीसगढ़: नक्सल हमले में 16 लोगों की मौत	0
अकेले हैं तो क्या ग़म है...	2
'हमें बेहोश कर रेप किया जाता और वीडियो बनाया जाता'	0
पाकिस्तान को अपने तौर-तरीके बदलने होंगे: भाजपा	0
चंद्रमा का जन्म कैसे हुआ था?   	5
ओह माई गॉड: सूट-बूट में आया कन्हैया 	3
होटल से गायब हुए एडवर्ड स्नोडेन	2
गोपनीयता की नीति	1
नज़रिया: यूपी चुनाव से कहाँ ग़ायब हैं स्मृति इरानी?	0
बिहार: पहले इनाम अब सस्पेंड	0
'मोटा' होने पर छिना ख़िताब वापस मिला 	1
श्रीलंका: मानवाधिकार मामलों पर एमनेस्टी का रुख़ नरम	2
हँसी के शो में, हँसने वाले भाड़े के ?	3
क्या सेक्स के बिना ज़िंदगी गुज़ारना संभव है?	5
आप और टीम अन्ना के रास्ते अलग: किरण बेदी	0
लादेन को पाकिस्तान में स्थानीय समर्थन	1
छत छिनी, जज़्बा नहीं	2
अर्थव्यवस्था में 600 अरब डालने की घोषणा	1
अब हर हफ़्ते होंगे आर्थिक सुधार: चिदंबरम	0
पुणे भूस्खलन: मरने वालों की संख्या 41	0
शास्त्रीय संगीतः जातिवाद का दौर हुआ ख़त्म?	0
45 साल से अस्पताल में भर्ती....	2
छत्तीसगढ़: पंचायत प्रेम विवाह के खिलाफ़, विधायक, पंचायत के साथ	0
पाकिस्तान भूकंप: मरने वालों की संख्या 250 के पार	2
लेबनान में ब्रिटिश दूतावास की महिला कर्मचारी मृत पाई गईं	2
भालू ने मारे चरमपंथी	0
बिहार: नक्सल हमले में तीन जवानों की मौत	0
9/11 से जुड़ा ऑडियो जारी	1
फिल्म रिव्यू: घनचक्कर	3
आदित्य हैं भारत के बैडमिंटन का भविष्य?	4
सब कुछ वैसा ही जैसा माओ छोड़ गए थे	2
नाथूराम गोडसे के लोग और उनकी सोच	0
नमक कम कीजिए, कैंसर को 'दूर रखिए'	5
प्रेस रिव्यू: पार्किंग की जगह नहीं तो नहीं ले सकते कार!	0
बिहारः मज़दूरों का 'पलायन,' सरकार बेख़बर!	0
बाला साहेब की छवि बदलने की कोशिश है 'ठाकरे'?	0
प्रचार करते-करते थक गए हैं नेता	0
स्वदेशीकरण के नाम पर 'रक्षा क्षेत्र को बट्टा'	0
आर्थिक मंदी के कारण बढ़े हैं ख़ुदकुशी के मामले?	2
'गोली मारकर वह हँस रहा था'	1
महाराष्ट्र के राज्यपाल ने इस्तीफ़ा दिया	0
मुज़फ़्फ़रनगर: ताज़ा हिंसा में तीन की मौत	0
नज़रियाः क्या भारतीय अर्थव्यवस्था की गाड़ी पटरी से उतर गई है?	0
एक कोशिश ग्रामोफोन रिकॉर्ड्स को बचाने की	3
दिल्ली गैंगरेप: फ़ैसले से संतुष्ट पीड़िता का परिवार	0
गैजेट ऐक्सेसरी कंपनियों के सामने हैं कई चुनौतियां	2
अमरीका: अंडरवियर बम मामले में उम्र क़ैद की सज़ा	1
उत्तराखंड: कितनी बिजली परियोजनाएं बह गईं?	0
मोदी पर जो कहना है राजनाथ से कहूंगी: उमा भारती	0
सरकार बताए कितने हैं समलैंगिक: सुप्रीम कोर्ट	0
मोदी का बयान ग़ैर-ज़िम्मेदाराना और शर्मनाक: पाकिस्तान	0
अमिताभ बच्चन और सलमान की आवाज़ें किसकी ?	3
टीवी बना पॉन्टिंग के ग़ुस्से का शिकार	4
छत्तीसगढ़ सरकार से संतुष्ट नहीं हैं माओवादी	0
अभियुक्तों के 'असली' चेहरे का ब्यौरा	0
बीजेपी के विज्ञापन में नरेन्द्र मोदी बने कृष्ण	0
हत्या के अभियुक्त इतालवी नौसैनिक स्वदेश लौटे 	0
रूस और क़तर करेंगे विश्व कप की मेज़बानी	4
बीटी बैंगन के विकास में 'चोरी'	0
'मुझे अय्याश कहा और कर दिया वर्जिनिटी टेस्ट'	2
किस हद तक करें अख़बारों पर भरोसा?	0
सीरिया: संयुक्त राष्ट्र के शांति-दूतों को बंधक बनाया	2
चीन का चांद की छाती पर कदम	5
बिहार: घर बचाएँ कि ज़िंदगी !	0
नए पोप के सिलसिले में कार्डिनलों की बैठक	2
अफ़ग़ान उप राष्ट्रपति हेलमंद में	2
हाई-स्पीड इंटरनेट के ‘भीष्म’ को ‘टेक्नोलॉजी नोबेल’	5
कैंसर ने और मज़बूत किया इनका हौसला	0
ब्रिटेन: गर्मी ने तोड़ा रिकॉर्ड, सोमवार सबसे गर्म दिन	2
प्रेस रिव्यू: 'आधार डेटा लीक' पर स्टोरी की, रिपोर्टर पर केस	0
स्कोरकार्ड: भारत बनाम ज़िम्बाब्वे, पांचवा वनडे	4
दिमाग़ी कसरत: पहली पहेली	2
मनमोहन के सात अजूबे, मज़ाक भी करते हैं	0
ये  हैं पाकिस्तान की 'प्रियंका गाँधी'	2
नज़रिया: भीमा-कोरेगांव की सद्भावना में कौन रोड़े अटकाता है?	0
आकाश-2: उम्मीदों पर कितना खरा?	5
नैटो ने अफगानिस्तान से कार्यकर्ता वापस बुलाए	2
कोलकाता की जीत पर 'नग्न' हुईं पूनम पांडे	0
दिमाग़ बताना भूल जाता है कि साँस लेना है	2
दूध-चना के दम पर ग्राउंड में हॉकी	0
'ड्राइविंग करते हुए बात करने से ख़तरा नहीं'	5
नरभक्षी होने के आरोप में जर्मन पुलिसकर्मी गिरफ़्तार	2
आईपीएल-6: बड़ी ख़ामोशी के साथ हुई नीलामी	4
आंखों देखी: मैं महिला थाने क्यों नहीं जाऊंगी?	0
ओडिशा नाव दुर्घटना: मृतकों की संख्या 28 हुई	0
नज़रिया: आरक्षण हटाने की बात करनेवालों को आखिर क्या डर है?	0
छत्तीसगढ़ में रिहा हुए कलेक्टर घर पहुँचे	0
पुतिन के 'ख़ास' लोगों पर अमरीकी प्रतिबंध	2
क्या लोगों को रिझा पाए राहुल गांधी?	0
बच्चे भी खोल सकेंगे फेसबुक पर एकाउंट?	1
रासायनिक हथियारों के प्रयोग से असद का इनकार	2
छात्राओं से भेदभाव पर इंग्लैंड में मुस्लिम स्कूल बंद	2
इटली के राजदूत भारत ना छोड़ें: सुप्रीम कोर्ट	0
उत्तराखंड: मरने वालों की संख्या 556 तक पहुंची	0
सोशल मीडिया पर कहाँ है बीजेपी का निशाना	0
'सबसे खतरनाक' बलात्कारी की मौत	2
इंटरनेट पर ट्रोल करने वाले हैं बुजदिल-अनुष्का	3
मंज़िल तक पहुंचेगी मोदी की 'पंखों वाली रेलगाड़ी'?	0
पाकिस्तान के मानसेहरा में दाढ़ी बनाने वाले हज्जामों को चेतावनी	2
बांग्लादेश: कपड़ा फैक्ट्री अग्निकांड में 13 पर मुक़दमा	2
माफ़िया की 300 करोड़ रुपए की संपत्ति ज़ब्त	2
अकेलापन आपको वाकई खा जाएगा	5
नग्न साइकिल सवारों से थमी मेक्सिको सिटी	2
'न दस लीटर दूध, न दर्जन भर अंडे'	0
जानलेवा है जातिगत भेदभाव?	0
बंधक बनाए गए स्कूली बच्चे रिहा	1
यासिर अराफात की मौत प्राकृतिक कारणों से हुईः रिपोर्ट	2
पायलट ने पूरे विमान को खिलाया पिज़्ज़ा	1
'जेसिन्था की मौत आत्महत्या का मामला नहीं'	0
जुझारु दक्षिण अफ्रीका ने पहला टेस्ट ड्रॉ कराया	4
मेरी आवाज़ सुनो !	0
'हैपी बर्थडे टाटा मडीबा'	1
बोलने, गाने तो दे पाक की नई सरकारः बेग़ैरत बैंड	2
भारत-पाक उद्योग में ‘अमन की आशा’ 	2
एमएच370: खोज अभियान में जुटे जहाज़ को मिले सिग्नल	2
'फिक्स था वर्ल्ड कप फ़ुटबॉल क्वालीफाइंग मैच' 	4
सौ से ज़्यादा 'सांसदों' पर गंभीर आपराधिक मामले	0
रघुराम राजन रिज़र्व बैंक के नए गवर्नर	0
गद्दाफी को 'पकड़ने वाले' लड़ाकू की मौत	1
दो सीटों वाले शौचालय का रहस्य	2
कोयला घोटाला: 1993-2010 के आवंटन अवैध	0
गधे के गोश्त में लोमड़ी का मांस	2
ग्लैमर और चकाचौंध के बीच झुग्गियों का ख्याल	0
**** से आशीर्वाद लेने जाओ तो वो कहती है...:नरेश अग्रवाल	0
'नौकरी कम होने की वजह से छात्रों में आई कमी’	1
नौकरी चाहिए.... तो नाचो 	2
बीबीसी हिंदी के पार्टनर	1
केदारनाथ मंदिर का प्रवेश द्वार ध्वस्त	0
'पारदर्शिता और जवाबदेही ज़रुरी'	1
छह महीने बाद खाता खुला तो महिला बैंक में	0
चीन: वो डॉक्टर बच्चे चुराकर बेचती थी	2
ई अहमद के बेटे-बेटी को मिलने से रोका गया	0
ऑस्ट्रेलियाः चाइल्ड पोर्नोग्राफी देखने पर सांसद ने पति को जेल भिजवाया	2
भारत में  उत्पादन बढ़ा, चीन-जापान का बुरा हाल	1
दिल्ली रेप कांड: नाबालिग पर हत्या का आरोप तय	0
'काम ऐसा कीजिए जिसमें ख़तरा कम और फ़ायदा ज़्यादा हो'	0
सोशल: राहुल गांधी के 'फ़िल्म देखने' पर मचा घमासान	1
'क्रिकेट की बाइबल' के 150 साल	4
कश्मीर: महिलाएं कर रहीं चरमपंथियों से मुक़ाबला	2
ढाई करोड़ प्लेटें और ब्रिटेन में बेज़ायका होती करी	2
छत्तीसगढ़: 15 नाबालिग़ों से रेप पर तीन को उम्र क़ैद	0
अमरीकी गुरुद्वारे में हमले पर भारत में सिखों के प्रदर्शन	0
करोड़पति की ज़िंदगी में भी 'कसक' है	0
छत्तीसगढ़ में ट्रेन से कटकर 15 लोगों की मौत 	0
IPL-6 में क्या-क्या रहेगा ख़ास 	4
चार दिन की चांदनी फिर अंधेरी रात का डर	2
पश्चिम बंगाल में सत्ता बदली है, संस्कृति नहीं	0
वही धमाके, वही कहानी और वही रवैया	0
अमरीका और तालिबान के बीच होगी शांति वार्ता 	2
वो 73 मिनट.....	1
पाकिस्तान चुनाव के बारे में कितना जानते हैं आप?	2
कितने अंतरंग थे गांधी-कालेनबाख के रिश्ते?	0
हाथियों के लिए गर्भनिरोधक पर विवाद 	5
'मेरे साथ छेड़खानी की, समझौता करने को कहा'	3
बांग्लादेश: मुल्ला की फांसी की सज़ा बरक़रार	2
नहीं रहे विपश्यना गुरु एसएन गोयनका 	0
यूक्रेन: जी-7 ने डाला दबाव, रूस बेपरवाह	2
दिल्ली में हाल के वर्षों के बम धमाके	0
बॉलीवुड से आगे सिनेमा और भी...	3
दुबई की दौलत का एक अनदेखा रास्ता	2
वेबसाइटें वसूलेंगी पाठकों से पैसा	1
उत्तराखंड: गर्भवती महिलाएँ- दो ज़िंदगी बचाने की जंग	0
बजट: महिलाओं को बैंक, आयकर में छूट नहीं	0
'अमरीकी कंप्यूटरों' पर लगा प्रतिबंध	2
बिहार: नक्सलियों ने रेल पटरी उड़ाई	0
प्रधानमंत्री की दाढ़ी में खोजा जा रहा है तिनका	1
राजनीतिक आत्मकथाएं: राज़ को राज़ रहने दो	0
ट्रंप को झटका देने वाले अलबामा के नवनिर्वाचित सेनेटर डग जोंस कौन हैं?	2
अबुझमाड़: जहाँ नहीं चलती सरकार की हुकूमत	0
भारत-पाकिस्तान में एक बार फिर पिसा मंटो	0
मतदान से ठीक पहले बीजेपी लाई संकल्प पत्र, क्या हैं खास बातें?	0
फोर्ब्स की लिस्ट में रिलायंस और स्टेट बैंक	2
क्या चुनाव से पहले बन पाएगा तीसरा मोर्चा?	0
कुवैत में फंसे 1000 से ज़्यादा राजस्थानी	0
सलमान खान और सचिन तेंदुलकर की जुगलबंदी	3
गर तेंदुलकर संसद पर चढ़ाई कर दें...	2
हीरे की चमक से जागता अफ़्रीक़ा का एक शहर	2
ब्यास हादसाः लापता छात्रों के परिजनों में भारी रोष	0
छांव की तलाश में बचपन	0
पुरुषों में गोरेपन की बढ़ती होड़	1
'...तो अमरीका में सारे हो जाएंगे अमर !'	2
मणिपुर में नहीं रिलीज़ होगी 'मैरी कॉम'	0
अमरीका: यौन उत्पीड़न के ख़िलाफ अभिनेत्रियों की पहल	2
क्या खराब होती है सस्ती जेनरिक दवाओं की क्वालिटी ?	0
ममता ने दिया गोरखालैंड बंद पर अल्टीमेटम	0
मुझे भविष्य से नफ़रत है: 11 वर्षीय दाद	2
मोदी की सुरक्षा के लिए तैनात नया 'रैंबो'	0
किससे 'इश्क़' फरमा रही हैं पूनम पांडेय ?	3
हताश निराश नौजवानों का देश से ब्रेन ड्रेन	2
'जवाबदेही से बचने की कोशिश कर रहे जज गांगुली'	0
पाक: झड़पें जारी, तीन की मौत, 475 घायल	2
अख़बारों में छाई युवती की मौत	0
बीबीसी हिंदी सेवा का परिचय	1
एक तालिबान कमांडर जो पाक एयरफ़ोर्स में रहा था	2
पहले पूजा, फिर पेट पूजा..सस्ते में	2
क्या भारत में खाने की बर्बादी है भुखमरी का बड़ा कारण?	0
'बॉलीवुड भारत की पहचान है'	3
चार बड़े मामले जिन पर नए चीफ़ जस्टिस दीपक मिश्र को करना है फैसला	0
गैस आयातक से निर्यातक कैसे बना अमरीका?	2
अर्जेंटीना में समलैंगिक शादी	1
हटाया जा सकता है सेना विशेषाधिकार क़ानून	0
क्यों पाकिस्तान से लौटे गुलज़ार?	0
पाकिस्तान: हिंदी को लेकर खड़े हुए कान	0
आज भारत और दुनिया में कहां क्या हो रहा है	0
कराची में इमारत गिरी, 19 मरे	2
नक्सल क्षेत्रों में लगेंगे मोबाइल टावर	0
हिंदुओं को जबरन धर्म परिवर्तन का डर: अमरीका	1
असद ने की रासायनिक हथियार सौंपने की पुष्टि	2
गर्भपात के बाद गर्भधारण में देरी न करें	5
मैं बहुत नर्वस हूं: आलिया भट्ट	3
सलमान की जगह अक्षय करेंगे 'बिग बॉस' ?	3
भारत ने कहा, शाहरुख़ की फ़िक्र पाकिस्तान न करे	2
ईरान: भूकंप में 250 की मौत, 1300 घायल	1
रुपए 68 से नीचे, भाग रहा 70 की ओर	0
पीछे हटे आडवाणी, भाजपा संकट से उबरी 	0
ग्राउंड रिपोर्ट: गुजरात के डांग में डैम से लोगों को घर, ज़मीन खोने का ख़ौफ़	0
'आठ साल की उम्र में पादरी ने पहली बार मेरा यौन शोषण किया'	2
कीनिया हमला: लौटे तो पूरी दुकान लुट चुकी थी	2
राखी सावंत के ख़िलाफ़ ग़ैर-ज़मानती वारंट, मीका के 'बचाव' का मामला	3
क्या है फार्मूला वन रेस?	4
‘कुत्ते को जीने का हक़ है, किन्नर को क्यों नहीं?’	0
बज गया 'ब्रह्मांड का सबसे अहम अलार्म'	5
भारत-पाकिस्तान फ़ाइनल में	4
रूस में शामिल होना चाहते हैं यूक्रेनी विद्रोही 	2
भारतीय अर्थव्यवस्था: पिछली तिमाही में उम्मीद से कम वृद्धि दर	0
अन्ना ने जनता से पूछा, राजनीतिक दल बनाएं?	0
कहां हुआ था 13वीं सदी का महाविस्फोट?	2
सेहत से जुड़े सवाल पर 'शर्म' किस बात की?	0
जिसे बाप ने बेचा और भेड़ियों सांपो ने बचाया	2
भारत ने रनों का पहाड़ खड़ाकर श्रीलंका को हराया	4
सोशल: 'इमरान ख़ान नवाज़ शरीफ़ के तीन बार पीएम बनने से जलते हैं इसलिए...'	1
बजट, किसान और 'ग़रीबनवाज़' मोदी	0
'चीनी लेबर कैंप की वो खौफ़नाक यातनाएं'	2
अब शार्क को 'चकमा' देगा ये सूट	5
लुई हेमिल्टन ने जीती ब्रिटिश फ़ॉर्मूला वन ग्रां प्री	4
...अब पाकिस्तान दे रहा है 'कुर्बानी' की दुहाई	2
बीकानेर में ट्रेन-ट्रक की टक्कर, सात की मौत	0
सावधान! स्याह इंटरनेट पर हैं बच्चों के शिकारी	2
ट्विटर पर जिहादियों की बढ़ती मौजूदगी	1
शेरी रहमान पर ईश-निंदा का आरोप	2
'पोडियम गर्ल्स' हैं, या चुंबन लेने वाली सुंदरियां	2
असम में फिर जातीय हिंसा, छह की मौत	0
बेटी ने याद किए मंडेला के आखिरी पल	2
पोलियो: जहां सरकारी काम दिखा भी और हुआ भी	0
क्या छोटी फ़िल्मों के दिन फिर लौट आए हैं?	3
अमरीका, यूरोप और अफ्रीका में दिखा विलक्षण सूर्यग्रहण	5
दुर्गा पूजा में ममता और मेसी की माँग	0
तलाक़ दो और टैक्स बचाओ	2
यूपी: ब्राह्मण सम्मेलन, नज़र वोट पर	0
नाका जहाँ आदिवासी, माओवादी मान लिए जाते हैं	0
मानवता के विरूद्ध अपराध के लिए उम्र कैद	2
भाजपा नहीं मोदी चुनाव लड़ रहे हैं!	0
सबसे बढ़िया स्मार्टफोन ?	5
एक द्वीप जो समुद्री तूफ़ान के सौ साल बाद 'वापस' लौट आया	2
लंदन और बीजिंग से आगे निकलने में जुटा पटना	0
क्या सीरियाई विद्रोहियों ने सैनिकों की 'हत्या' की?	2
मैसूर: वॉडेयार के साथ ही एक 'राजघराने' का अंत	0
नोटबंदी: 'बैंक के लिए नेत्रहीन अनपढ़ क्यों हैं?'	0
विश्व कप में भारत का पहला मुक़ाबला पाकिस्तान से	4
चीन की दुविधाः कुत्ता खाएं या न खाएं	2
पोस्टमॉर्टम: कांस्टेबल की मौत चोट लगने से हुई	0
पाकिस्तान: अपनी जान गवां कर स्कूल को बचाया उसने	2
दक्षिण एशिया में बाढ़ का प्रकोप, 80 की मौत 	2
केजरीवाल, अराजकता, कथनी और करनी	0
किसान संगठन भी आंदोलन में कूदे	0
'अल कायदा' के हमले में 90 लोगों की मौत	1
कोल हैं विश्व की 'सबसे सेक्सी महिला'	3
बिल के चक्कर में कड़वी हो रही हैं बंगाल की मिठाइयां	0
भारत-पाक मैच का स्कोर	4
सिर्फ नेपाल निवासी ही नेपाली नहीं	0
शीला दीक्षित पर फूटा प्रदर्शनकारियों का गुस्सा	0
अब अंतरिक्ष में भी महिलाओं के साथ 'भेदभाव' 	2
आईआईटी दाख़िले का गुणाभाग है गणित यहां	0
मुंबई डायरी: राखी के दिन घर नहीं पहुंचे संजय दत्त	3
इसराइल ने फ़लस्तीनी प्राधिकरण पर प्रतिबंध लगाया	2
'कड़े रेप कानून, फ़ायदा कम नुकसान ज़्यादा'	0
‘क़ुरान की प्रतियाँ जलाना धार्मिक आतंकवाद’ 	1
'सीखने का सिलसिला जारी रहता है'	4
क्यों अहम है आंध्र प्रदेश उपचुनाव के नतीजे ?	0
मोदी ने कटरा रेल लाइन का उद्घाटन किया	0
हार्वर्ड ने दिया सुब्रह्मण्यम स्वामी को झटका	1
जब डिंपल ने लड़के का कॉलर पकड़ा, गालियां दीं	3
'फ़ीफ़ा के महासचिव का ब्राज़ील में स्वागत नहीं'	4
एकता का गांव हुआ 'सियासत' का शिकार	0
कोयला घोटाला: क्या हो सकती हैं पीएम की मुश्किलें?	0
'जो मैंने झेला, क्या पैसे से उसकी भरपाई होगी'	2
सभी को चाहिए बुलेट प्रूफ कार	1
मैक्सिको में बड़े ड्रग माफिया की गिरफ़्तारी	5
खतना बना जानलेवा, जननांग काटने की नौबत	0
क्यों हो रही है मिस्र में बार-बार 'क्रांति'?	0
शराब पीकर गाड़ी चलाना पड़ेगा मंहगा	0
अब मर्केल ने लगाए जासूसी के आरोप	2
भाजपा के पूर्व अध्यक्ष बंगारू लक्ष्मण का निधन	0
पेट्रियस की प्रेमिका के घर एफबीआई का छापा	2
मदद में जमा पैसे बने दामिनी की 'जान के दुश्मन'	0
बुड्ढा होगा तेरा.......	2
'रेप हमारे कल्चर में है'	2
स्कोरकार्डः भारत-ऑस्ट्रेलिया अंतिम वनडे	4
नज़रिया: 'साइंस कांग्रेस स्थगित होना वैज्ञानिकों का अपमान है'	0
बिहार में नक्सली हमले के बीच हुआ मतदान	0
मोदी पर व्यक्तिगत टिप्पणी नहीं की : राहुल	0
नाइजीरिया विमान दुर्घटना में 150 की मौत	1
10 बातें जो पिछले हफ़्ते तक हमें नहीं पता थीं	2
कैमरे पर रिकॉर्ड हुई हत्या, पुलिसवाले गिरफ़्तार	2
मूछें नत्थूलाल जैसी, सवारी हो तो बुलेट जैसी	0
भारत, चीन और जापान के बीच मंगल तक पहुंचने की होड़	5
मैं बुरा बॉयफ़्रेंड हूं: सलमान ख़ान	3
'अपने इस्लाम विरोधी अतीत पर मुझे अफसोस है'	2
बाल्को दुर्घटनाः जल्द ही स्वदेश लौट जाएँगे चीनी अधिकारी?	0
राहुल बजट पर बरसे तो मोदी ने पीठ थपथपाई	0
फिर विवादों से घिरे पूर्व सेनाध्यक्ष वीके सिंह	0
अंडमान दुर्घटना: याद करके सिहर उठते हैं लोग	0
मोबाइल से आपके घर आएगी सरकार  	0
मिल गईं खोई हुई अनमोल फ़िल्में	2
टॉपलेस तस्वीर से ट्यूनीशिया में विवाद	2
