Sentence	Sentiment_Label
उन्हें संवाद कम मिले है , फिर भी अपनी मौजूदगी और अदायगी से वे प्रभावित करते हैं ।	positive
मीरा के पति के रूप में भूपलम की भूमिका सीमित है ।	neutral
मामा और मां के किरदार में रवि झांकल और दीप्ति नवल उपयुक्त है ।	positive
बिहारी दंपत्ति की छोटी सी भूमिका में आए दोनों अपरिचित कलाकार नैचुरल और रियल हैं ।	positive
' एनएच 10 ' मुख्य रूप से अनुष्का शर्मा की फिल्म है ।	neutral
उन्होंने लेखक - निर्देशक से मिले मौके का भरपूर इस्तेमाल किया है ।	positive
उन्होंने मीरा की मजबूरी और बहादुरी तक के आयामों को संजीदगी से निभाया है ।	positive
बतौर निर्माता ऐसी फिल्म के लिए तैयार होने की उनकी पहल की भी तारीफ करनी चाहिए ।	positive
उनके समर्थन में खड़ी कृषिका लु्ल्ला का योगदान भी सराहनीय है ।	positive
बदमाशियां एक अपरिपक्व हास्यापद फिल्म है , जिसे देखते हुए आप अपना सिर पीटने लगेंगे कि हो क्या रहा है ।	negative
यहां तक कि फिल्म देखने के बाद भी यह सवाल आपका पीछा नहीं छोड़ेगा कि यह फिल्म बनाई ही क्यों गई ?	neutral
इस फिल्म में बकवास दृश्यों को एक - दूसरे के साथ अजीबोगरीब तरीके से पिरो दिया गया है ।	negative
यहां तक कि इस फिल्म के कलाकारों की एक्टिंग ऐसी है कि लगता है वे नशे में जरुरत से ज्यादा ऊर्जावान है और उनका उत्साह चिढ़ानेवाला है ।	negative
इस फिल्म की स्क्रिप्ट को देखकर महसूस होता है कि कुछ दृश्यों में निर्देशक ने बेहतरीन काम किया है , लेकिन बाकी दृश्य इतने फूहड़ है कि सब पर पानी फिर गया है ।	conflict
ऐसा लगता है कि पहली बार निर्देशन में कदम रख रहे अमित खन्ना ने अपनी फिल्म में किसी उपन्यास की तरह दर्शकों को भौंचक्का रखने पर काफी जोर दिया है , लेकिन वह सुरुचिपूर्ण नहीं है ।	negative
यहां भी उन्होंने कोरियाई फिल्म ' व्हाटएवर ' की नकल करने की कोशिश की है ।	negative
इंटरवल के बाद शारिब हाशमी की एक्टिंग से फिल्म थोड़ी रफ्तार पकड़ती है ।	positive
लेकिन आगे जाकर वे अपनी घटिया एक्टिंग से फिल्म पर पानी फेर देते हैं ।	negative
और हां , करण मेहता ने इस फिल्म में जो जासूस की भूमिका निभाई है , उन्होंने जरुर ठीक ठाक एक्टिंग की है ।	positive
लेकिन उनकी मेहनत इस घटिया फिल्म में खो जाती है ।	negative
इसलिए इस फिल्म से तो आप बच कर ही रहें ।	negative
अगर आप दो घंटे के लिए एक शानदार अनुभव में खो जाना चाहते हैं तो ' दम लगा के हईशा ' जरुर देखें ।	positive
इस फिल्म में दिखाया गया है कि खूबसूरती वो नहीं होती जो हमें आंखों से नजर आती है ।	neutral
यह बहुत ही खूबसूरत फिल्म है जिसमें दिल को छू लेने वाली कहानी है ।	positive
फिल्म के हर कलाकार ने उम्दा अभिनय किया है ।	positive
फिल्म के गाने , संगीत , माहौल , डॉयलॉग सब कुछ कमाल का है ।	positive
इन सबसे भी ज्यादा प्रभावशाली है फिल्म का निर्देशन ।	positive
बड़ी ही खूबसूरती से फिल्म की कहानी आगे बढ़ती है और संध्या के व्यक्तित्व के छुपे पहलूओं को सामने लाती है ।	positive
इस फिल्म की कहानी हरिद्वार और ऋषिकेश के घाटों के आसपास बुनी गई है ।	neutral
यह फिल्म हमें दिखाती है कि कोई फिल्म कितनी सादगी और खूबसूरती से बनाई जा सकती है ।	positive
फिल्म के निर्देशक शरद कटारिया की सबसे बड़ी उपलब्धि यह है कि उन्होंने हरिद्वार और बनारस की संस्कृति के साथ ही वहां के लोगों की मानसिकता को भी बहुत ही अच्छी तरह पेश कर पाए ।	positive
उन्होंने इस बात का भी ध्यान रखा है कि फिल्म की भाषा बिल्कुल वास्तविक लगे ।	positive
साथ ही फिल्म में बेहद मनोरंजक तरीके से हास्य का तानाबाना भी बुना गया है ।	positive
90 के दशक के संगीत और उस दौर के सबसे मशहूर गायक कुमार शानू को फिल्म के कई दृश्यों में याद किया गया है ।	positive
नई अभिनेत्री भूमि पेडनेकर ने संध्या के किरदार में जान डाल दी है ।	positive
शायद ही कोई और उनके जैसी खूबसूरती व सादगी से इस भूमिका को निभा पाता ।	positive
इस फिल्म की कास्टिंग लाजबाव है जिसका श्रेय कास्टिंग डाइरेक्टर शानू शर्मा को जाता है ।	positive
उनकी इस बात के लिए खासतौर से तारीफ की जानी चाहिए कि इस फिल्म में उन्होंने फिल्म इंडस्ट्री के सबसे प्रतिभाशाली कलाकारों का चयन किया ।	positive
यकीनन यह बॉलीवुड की रोमांटिक कॉमेडी में अब तक की सबसे बेहतरीन फिल्म है ।	positive
' दम लगा के हईशा ' धीरे - धीरे आपके दिल में उतरती है और सिनेमा हॉल से निकलने के बाद भी आप फिल्म आपके मन में बसी होती है ।	positive
इस फिल्म की सबसे खास बात यह है कि इस फिल्म देखने के बाद अाप यकीनन अपने जीवन में उनलोगों को महत्व देना शुरू कर देंगे जिनकी आप उपेक्षा करते रहते हैं ।	positive
श्रीराम राघवन की ' बदलापुर ' हिंदी फिल्मों के प्रचलित जोनर बदले की कहानी है ।	neutral
इस हिस्से में घटनाएं तेजी से घटती हैं ।	neutral
फिल्म की गति धीमी नहीं पड़ती ।	positive
श्रीराम राघवन पहले ही फ्रेम से दर्शकों को सावधान की मुद्रा में बिठा देते हैं ।	neutral
अच्छी बात है कि टर्न और ट्विस्ट लगातार बनी रहती है ।	positive
वरुण धवन अपेक्षाकृत नए एक्टर हैं ।	neutral
उनकी मेहनत जाहिर है ।	neutral
उन्होंने रघु के बदलते भावों को व्यक्त करने में अच्छी - खासी मेहनत की है ।	positive
दूसरी तरफ नवाजुद्दीन सिद्दीकी की फितरत प्रभावित करती है ।	positive
वरुण की मेहनत और नवाज की फितरत से ' बदलापुर ' रोचक और रोमांचक हुई है ।	positive
वरुण सधे अभिनेता नवाज के आगे टिके रहते हैं ।	positive
नवाज हमारे समय के सिद्ध अभिनेता हैं ।	positive
यह फिल्म वरुण और नवाज के अभिनय के लिए याद रखी जाएगी ।	positive
फिल्म में महिला किरदारों को सीमित स्पेस में ही पर्याप्त महत्व दिया गया है ।	neutral
उन्हें अच्छी तरह गढ़ा गया है ।	positive
पांचों महिला किरदारों ने अपनी भूमिकाओं को संजीदगी से निभाया है ।	positive
प्रभावशाली दृश्य राधिका आप्टे और हुमा कुरैशी को मिले हैं ।	positive
यों दिव्या दत्ता , प्रतिमा कण्णन और यामी गौतम लेश मात्र भी कम असरदार नहीं हैं ।	positive
कुमुद मिश्रा की सहजता और स्वाभाविकता उल्लेखनीय है ।	positive
श्रीराम राघवन ने बदले की रोमांचक फिल्म को नया ट्विस्ट दे दिया है ।	positive
बहुत कम फिल्में ऐसी होती हैं , जो आरंंभ से अंत तक दर्शकों को बांध ही न पाएं ।	negative
विक्रमजीत सिंह की ' रॉय ' ऐसी ही फिल्म है ।	neutral
साधारण फिल्मों में भी कुछ दृश्य , गीत और सिक्वेंस मिल जाते हैं , जिसे दर्शकों का मन बहल जाता है ।	positive
' रॉय ' लगातार उलझती और उलझाती जाती है ।	neutral
हालांकि इसमें दो पॉपुलर हीरो हैं ।	neutral
रणबीर कपूर और अर्जुन रामपाल का आकर्षण भी काम नहीं आता ।	negative
ऊपर से डबल रोल में आई जैक्लीन फर्नांडीस डबल बोर करती हैं ।	negative
आयशा और टीया में बताने पर ही फर्क मालूम होता है या फिर रणबीर और अर्जुन के साथ होने पर पता चलता है कि वे दो हैं ।	neutral
हिंदी फिल्म इंडस्ट्री के बैकड्रॉप पर बनी ' रॉय ' इंडस्ट्री की गॉसिप इमेज ही पेश करती है ।	neutral
' रॉय ' की सबसे कमजोर कड़ी जैक्लीन फर्नांडीस हैं ।	negative
उन्होंने नाच - गाने में भरपूर ऊर्जा दिखाई है ।	positive
अभिनय से अभी वह कोसों दूर हैं ।	negative
अर्जुन रामपाल और रणबीर कपूर समर्थ अभिनेता हैं ।	positive
निर्देशक ने इस फिल्म में उनके सामर्थ्य का उपयोग गैरजरूरी समझा है ।	neutral
दोनों ने बेपरवाही के साथ काम किया है ।	negative
अन्य दिक्कते भी हैं ।	negative
अर्जुंन रामपाल की दाढ़ी चिपकाई हुई दिखती है ।	neutral
रॉय के रूप में रणबीर कपूर भी खोए - खोए से हैं ।	neutral
दोनों एक समय के बाद नीरस और अप्रभावी हो जाते हैं ।	negative
फिल्म की थीम के हिसाब से सलेटी रंग चुना गया है , लेकिन वह अधिक काम नहीं आ पाता ।	negative
निर्देशक और लेखक ने पटकथा पर अधिक मेहनत नहीं की है ।	negative
कुछ नया करने और दिखाने के चक्कर में फिल्म फिसल गई है ।	negative
फिल्म के गाने ठीक - ठाक हैं ।	positive
उनकी लोकप्रियता से कुछ दर्शक भले ही आ जाएं ।	positive
फिल्म में एक संवाद है कि जो बात समझ में नहीं आती , वह सुनाई भी नहीं पड़ती ।	neutral
उसी तर्ज में कहें तो जो दृश्य समझ में नहीं आते , वे दिखाई भी नहीं पड़ते ।	neutral
' षमिताभ ' अनोखी व प्रयोगवादी किस्सागोई करने को मशहूर फिल्मकार आर. बाल्की की फिल्म है ।	neutral
' षमिताभ ' की कहानी एक गूंगे शख्स की है , जो हिंदी फिल्म इंडस्ट्री का सुपरस्टार बन जाता है ।	neutral
' षमिताभ ' बड़ी खूबसूरती से हिंदी फिल्मकारों व सितारों की लकीर के फकीर वाली सोच व कार्यप्रणाली पर करारा प्रहार कर जाती है ।	neutral
वह माइंडलेस मसाला फिल्मों पर तंज कसते हुए उन्हें आड़े हाथों लेती है ।	neutral
फिल्म में अमिताभ बच्चन के असल जिंदगी से जुड़े अनुभव भी हैं ।	neutral
वे अपनी दमदार संवाद अदायगी से बताते हैं कि 70 पार होने के बावजूद उनमें अब भी काफी ऊर्जा और उत्साह बाकी है ।	positive
अब यह फिल्मकारों पर निर्भर करता है कि वे उनके किन शेड्स को उभार और बाहर निकाल पाने में सक्षम है ।	neutral
धनुष ने अपने किरदार से अमिताभ बच्चन की बुलंद आवाज और चेहरे पर हाव - भाव को ठीक - ठाक तौर पर कैरी किया है ।	positive
अक्षरा हासन इस फिल्म से अपना डेब्यू कर रही हैं ।	neutral
उन्होंने असिस्टेंट डायरेक्टर यानी एडी की भूमिका का निर्वहन किया है ।	neutral
वे बड़ी स्वीट लगी हैं , लेकिन उन्हें अपनी अदाकारी पर अभी और काम करना होगा ।	conflict
फिल्म का निर्देशन असाधारण है ।	neutral
आर. बाल्की ने 156 मिनट लंबी फिल्म को बोझिल नहीं होने दिया है ।	neutral
उन्होंने परिस्थितियों का ताना - बाना बेहद रोचक और तार्किक बुना है ।	positive
फिल्म में अभिनेत्री रेखा को सीन पर ला अमिताभ बच्चन की आवाज बोलने वाले शख्स को बेस्ट एक्टर दिलवाने का आइडिया अनोखा और खूबसूरत बन पड़ा है ।	positive
स्वानंद किरकिरे ने अपनी प्रतिष्ठा के मुताबिक सीन को आगे बढ़ाने में मदद करने वाले गाने लिखे हैं ।	neutral
इलैयाराजा का संगीत कर्णप्रिय है ।	positive
पीसी श्रीराम की सिनेमैटोग्राफी उम्दा है ।	positive
विभु पुरी निर्देशित ' हवाईजादा ' पीरियड फिल्म है ।	neutral
संक्षिप्त साक्ष्यों के आधार पर विभु पुरी ने शिवकर तलपड़े की कथा बुनी है ।	neutral
ऐसा कहा जाता है कि शिवकर तलपड़े ने राइट बंधुओं से आठ साल पहले मुंबई की चौपाटी में विश्व का पहला विमान उड़ाया था ।	neutral
अंग्रेजों के शासन में देश की इस प्रतिभा को ख्याति और पहचान नहीं मिल पाई थी ।	neutral
119 सालों के बाद विभु पुरी की फिल्म में इस ' हवाईजादा ' की कथा कही गई है ।	neutral
बोलचाल , पहनावे और उपयोगी वस्तुओं के उपयोग में सावधानी नहीं बरती गई है ।	negative
हां , सेट आकर्षक हैं , पर सब कुछ बहुत ही घना और भव्य है ।	positive
ऐसे समय में जब स्पेस की अधिक दिक्कत नहीं थी , इस फिल्म को देखते हुए व्यक्ति और वस्तु में रगड़ सी प्रतीत होती है ।	neutral
अतीत की ऐसी कथाएं किसी भी देश के इतिहास के संरक्षण और वर्तमान के लिए बहुत जरूरी होती हैं , लेकिन उन्हें गहरे शोध और साक्ष्यों के आधार पर फिल्म की कहानी लिखी है ।	neutral
शिवकर तलपड़े और उनके सहयोगी चरित्र थोड़े नाटकीय और कृत्रिम लगते हैं ।	neutral
सनकी वैज्ञानिक शास्त्री का किरदार ऐसा ही लगता है ।	neutral
फिल्म में ही दिखाया गया है कि वेदों और ऐतिहासिक ग्रंथों के आधार पर शास्त्री ने वैमानिकी की पुस्तक तैयार की थी , फिर उस पुस्तक के आधार पर विमान बनाने और उड़ाने का श्रेय अकेले शिवकर तलपड़े को देना उचित नहीं लगता ।	neutral
विभु पुरी अपनी सोच और ईमानदारी से उन्नीसवीं सदी के अंतिम वर्षों का माहौल रचते हैं ।	positive
इसमें उनके आर्ट डायरेक्टर अमित रे ने भरपूर सहयोग दिया है ।	positive
उन्होंने पीरियड को वर्तमान संदर्भ दिया है , लेकिन उसकी वजह से तत्कालीन परिस्थितियों के चित्रण में फांक रह गई है ।	neutral
उन्नीसवीं सदी की मुंबई की बोली और माहौल रचने में भी फिल्म की टीम की मेहनत सराहनीय है ।	positive
कलाकारों में आयुष्मान खुराना ने शिवकर तलपड़े की चंचलता और सनकी मिजाज को पकडऩे की अच्छी कोशिश की है ।	positive
कहीं - कहीं वे किरदार से बाहर निकल जाते हैं ।	negative
शास्त्री के रूप में मिथुन चक्रवर्ती कृत्रिम और बनावटी लगते हैं ।	negative
पीरियड फिल्म में उनका उच्चारण और लहजा आड़े आ जाता है ।	neutral
पल्लवी शारदा कुशल नृत्यांगना हैं ।	neutral
उनके अभिनय के बारे में यही बात नहीं कही जा सकती ।	neutral
बाल कलाकार नमन जैन प्रभावित करते हैं ।	positive
उनकी मासूमियत और संलग्नता प्रशंसनीय है ।	positive
' हवाईजादा ' में गीतों के अत्यधिक उपयोग से कथा की गति बाधित होती है ।	negative
नायक के समाज प्रेम और प्रयोग का द्वंद्व चलता रहता है ।	neutral
शिमित अमीन की ' अब तक छप्पन ' 2004 में आई थी ।	neutral
उस फिल्म में नाना पाटेकर ने साधु आगाशे की भूमिका निभाई थी ।	neutral
उन्होंने अभिनय में यथार्थ लाने की सफल कोशिश की ।	positive
अभिनय का रियलिरूट तरीका अब सूक्ष्म और सरल हो गया है ।	neutral
नाना को अगली पीढ़ी के अभिनेताओं में इरफान खान , मनोज बाजपेयी और नवाजुद्दीन सिद्दीकी को देखने की जरूरत है ।	neutral
ये तीनों हिंदी सिनेमा में अभिनय के तीन भिन्न आयाम हैं ।	neutral
' अब तक छप्पन 2 ' में सिर्फ नाना ही नहीं बाकी सारे अभिनेता भी नाना जमाने की एक्टिंग कर रहे हैं ।	neutral
यहां तक की गुल पनाग भी इस प्रभाव से नहीं बच पाई हैं ।	neutral
फिल्म की घटनाओं का अनुमान पहले से हो जाता है ।	neutral
नाना के होने के बावजूद फिल्म निराश करती है ।	negative
स्थितियां बदल चुकी हैं ।	neutral
मुंबई के माहौल में अंडरवर्ल्ड और एनकाउंटर अब सुर्खियों के शब्द नहीं हैं ।	neutral
फिल्मों के साथ समाज ने भी भ्रष्ट नेताओं को एक्सपोज किया है ।	neutral
भ्रष्टाचार के मामले में बड़े नेता , बिजनेश मैन और समाज के कथित सम्मानित व्यक्ति जेल की सजा काट रहे हैं ।	neutral
उनके खिलाफ मुकदमे चल रहे हैं ।	neutral
इस पृष्ठभूमि में आई ' अब तक छप्पन 2 ' अप्रासंगिक और बचकाना प्रयास लगती है ।	negative
पटकथा और अभिनय में सामंजस्य नहीं है ।	negative
दोनों का ढीलापन दो घंटे से छोटी फिल्म में भी ऊब पैदा करता है ।	negative
मनीष गुप्ता की ' रहस्य ' हत्या की गुत्थियों को सुलझाती फिल्म है , जिसमें कुछ कलाकारों ने बेहतरीन परफॉर्मेंस की हैं ।	positive
उन कलाकारों की अदाकारी और लंबे समय तक हत्या का रहस्य बनाए रखने में कामयाब निर्देशक की सूझ - बूझ से फिल्म में रोचकता बनी रहती है ।	positive
अगर पटकथा और चुस्त रहती तो यह फिल्म ' किसने की होगी हत्या ' जोनर की सफल फिल्म होती ।	neutral
लंबे समय के बाद आशीष विद्यार्थी हिंदी सिनेमा के पर्दे पर आए हैं ।	neutral
समर्थ अभिनेता अपनी मौजूदगी के लिए संवादों का मोहताज नहीं होता ।	neutral
ऐसा लगता है कि फिल्म सीमित बजट में जल्दबाजी में बनाई गई है ।	neutral
दृश्यों की तारतम्यता अनेक जगहों पर टूटती है ।	negative
कुछ दृश्यों के बाद उनमें दोहराव आने लगता है ।	negative
भट्ट कैंप की ' खामोशियां ' नए निर्देशक करण दारा ने निर्देशित की है ।	neutral
उन्हें दो नए कलाकार गुरमीत चौधरी और सपना पब्बी दिए गए हैं ।	neutral
उनके साथ अली फजल हैं ।	neutral
कहानी विक्रम भट्ट ने लिखी है और एक किरदार में वे स्वयं भी मौजूद हैं ।	neutral
ऐसा लगता है कि अभी तक भट्ट कैंप अपनी फिल्मों में जिन मसालों का इस्तेमाल करता रहा है , उनकी बची - खुची और मिस्क मात्रा करण को दे दी गई है ।	neutral
प्रस्तुति और स्वभाव में भट्ट कैंप की यह फिल्म उनकी पिछली फिल्मों से कमजोर है ।	negative
इस बार भट्ट कैंप अपनी एक्सपेरिमेंट देने में चूक गया है ।	negative
सस्पेंस , मर्डर , हॉरर , भूत - प्रेत , सेक्स , रोमांस और प्रेम जैसे सभी तत्वों के होने के बावजूद यह फिल्म प्रभावित नहीं करती ।	negative
कारण स्पष्ट है कि लेखक - निर्देशक की विधा और प्रस्तुति के प्रति स्पष्ट नहीं है ।	negative
कथा बढऩे के साथ छिटकती रहती है और आखिरकार बिखर जाती है ।	negative
किरदारों में केवल कबीर अली फजल पर मेहनत की गई ।	positive
मीरा सपना पब्बी और जयदेव गुरमीत चौधरी आधे - अधूरे रचे गए हैं ।	neutral
' खामोशियां ' का लोकेशन सुंदर है ।	positive
दक्षिण अफ्रीका में कश्मीर रच दिया गया है ।	neutral
फिल्म में गीतों के फिल्मांकन पर पूरा ध्यान दिया गया है ।	positive
गीत - संगीत के चुनाव में भट्ट बंधु हमेशा सफल रहते हैं ।	positive
उनकी फिल्मों के गीत लोकप्रिय होते हैं ।	positive
' खामोशियां ' में भी यही बात हुई है ।	neutral
फिल्म देखते हुए लगता है कि गानों के म्यूजिक वीडियो से एक लचर कथा को जोड़ा गया है ।	neutral
भूत , आत्मा , प्रेम ओर आकर्षण की ' खामोशियां ' में तर्क खामोश ही रहते हैं ।	neutral
यह फिल्म प्रेम और विश्वास से अधिक अंधविश्वास पर टिकी हुई है ।	neutral
ऐसी फिल्मों में मंत्र , जाप और उपचार का मनगढ़ंत उपयोग किया जाता है ।	neutral
लेखक - निर्देशक तथ्यों और साक्ष्यों पर गौर नहीं करते ।	negative
' खामोशियां ' में ऐसी लापरवाहियों की अति हो गई है ।	negative
कलाकारों में अली फजल अपनी सीमाओं में कबीर को निभाते हैं ।	neutral
उन्हें अपने अभिनय में प्रवाह पर ध्यान देना चाहिए ।	neutral
इस फिल्म के प्रचार में गुरमीत चौधरी के नाम का शोर मचाया गया , लेकिन फिल्म में उन्हें बहुत कम स्पेस और फुटेज मिला है ।	neutral
इनमें से भी आधे दृश्यों में वे अचेत लेटे रहते हैं ।	neutral
सपना पब्बी अपने किरदार मीरा की जरूरतों को पूरा नहीं कर पातीं ।	negative
खामोशियां ' का गीत - संगीत पॉपुलर रुचि का है ।	positive
यों फिल्म की कथा से उसका अधिक तालमेल नहीं है ।	negative
लंबे समय के बाद ... जी हां , लंबे समय के बाद एक ऐसी फिल्म आई है , जो हिंदी फिल्मों के ढांचे में रहते हुए स्वस्थ मनोरंजन करती है ।	positive
इसमें पर्याप्त मात्रा में रहस्य और रोमांच है ।	positive
अच्छी बात है कि इसमें इन दिनों के प्रचलित मनोरंजक उपादानों का सहारा नहीं लिया गया है ।	positive
' बेबी ' अपने कथ्य और चित्रण से बांधे रखती है ।	neutral
निर्देशक ने दृश्यों का अपेक्षित गति दी है , जिससे उत्सुकता बनी रहती है ।	positive
' बेबी ' आतंकवाद की पृष्ठभूमि पर बनी फिल्म है ।	neutral
ऐसी फिल्मों में देशभक्ति के जोश में अंधराष्ट्रवाद का खतरा रहता है ।	neutral
नीरज पांडे ऐसी भूल नहीं करते ।	neutral
यह वैसे जांबाज अधिकारियों की कहानी है , जिनके लिए यह कार्य किसी कांफ्रेंस में शामिल होने की तरह है ।	neutral
फिल्म के नायक अजय अक्षय कुमार और उनकी पत्नी के बीच के संवादों में इस कांफ्रेंस का बार - बार जिक्र आता है ।	neutral
नीरज पांडे का उद्देश्य राजनीतिक और सामाजिक फिल्म बनाने का नहीं है , लेकिन विवेक और समझदारी हो तो संदर्भ और परिप्रेक्ष्य में ये तत्व आ जाते हैं ।	positive
' बेबी ' आतंकवाद पर बनी एक समझदार फिल्म है ।	positive
एक - एक कर उनकी धड़ - पकड़ से अजय और उसकी टीम मुख्य ठिकाने और सरगना तक पहुंचती है ।	neutral
नीरज पांडे ने मुख्य आतंकवादी तक पहुंचने की व्यूह रचना और घटनाक्रम में पर्याप्त उत्सुकता बनाए रखी है ।	positive
क्लाइमेक्स के 30-40 मिनट में नीरज पांडे की पकड़ दिखती है ।	positive
छोटे - छोटे दृश्यों से स्थितियां बनती हैं और उत्सुकता बढ़ती जाती है ।	positive
नीरज पांडे का दृश्य विधान प्रेडिक्टेबल नहीं है ।	neutral
अनुमान से अलग किरदारों का व्यवहार चौंकाता है ।	neutral
क्लाइमेक्स दृश्यों में हल्का दोहराव आता है , जो अधिकांश दर्शकों के लिए हंसी का कारण हो सकता है ।	positive
क्लाइमेक्स में अजय और शुक्ला अनुपम खेर की नोंक - झोंक तनाव ढीला कर राहत देती है ।	positive
कह सकते हैं कि नीरज पांडे अपनी प्रस्तुति में परिपूर्णता के करीब पहुंच जाते हैं ।	positive
किरदारों के गठन और कलाकारों के चयन में निर्देशक और कास्टिंग डायरेक्टर की सूझ - बूझ फिल्म को सही रूप देती है ।	positive
विकी सदाना की कास्टिंग उल्लेखनीय है ।	positive
छोटे - छोटे दृश्यों में भी समर्थ अभिनेताओं की मौजूदगी कथ्य गाढ़ा करती है ।	neutral
ड्रामा का घनत्व बढ़ाती है ।	neutral
अक्षय कुमार फिल्म की लीड भूमिका में जंचे हैं ।	positive
एक्शन दृश्यों में उनकी गति और स्फूर्ति उल्लेखनीय है ।	positive
' बेबी ' का एक्शन धूलउड़ाऊ और कांचतोड़ू नहीं है , लेकिन वह पर्याप्त असर डालता है ।	conflict
एक दृश्य में प्रिया सूर्यवंशी तापसी पन्नू और वसीम सुशांत सिंह के बीच की भिड़ंत उल्लेखनीय है ।	positive
हिंदी फिल्मों में महिला किरदारों को नाजुक दिखाने की परंपरा रही है ।	neutral
हां प्रिया भिड़ती है और नायक अजय के आने तक उसे सुला चुकी होती है ।	neutral
डैनी डैंजोग्पा , मधुरिमा तुली , मुरली शर्मा , सुशांत सिंह , जमील खान और अनेक अपिरिचित चेहरे अपने अभिनय से किरदारों को विशेष रंग देने के साथ विश्वसनीय बनाते हैं ।	positive
नीरज पांडे की ' बेबी ' आतंकवाद पर बनी एक समझदार फिल्म है ।	positive
अतिरकों से बचती हुई यह पूरी ईमानदारी से एक्शन और ड्रामा के साथ थ्रिल पैदा करती है ।	positive
' बेबी ' दर्शनीय है ।	positive
अभिषेक डोगरा और उमाशंकर सिंह की लिखी कहानी पर अभिषेक डोगरा निर्देशित ' डॉली की डोली ' ऊपरी तौर पर एक लुटेरी दुल्हन की कहानी लगती है , लेकिन लेखक - निर्देशक के संकेतों पर गौर करें तो यह परतदार कहानी है ।	neutral
लेखक और निर्देशक उनके विस्तार में नहीं गए हैं ।	neutral
उनका उद्देश्य हल्का - फुल्का मनोरंजन करना रहा है ।	positive
वे अपने ध्येय में सफल रहे हैं , क्योंकि सोनम कपूर के नेतृत्व में कलाकारों की टीम इस प्रहसन से संतुष्ट करती है ।	neutral
लेखक - निर्देशक आदर्श और उपदेश के भार से नहीं दबे हैं ।	neutral
डॉली की डोली ' पूरी तरह से सोनम कपूर की फिल्म है ।	positive
' खूबसूरत ' के बाद एक बार फिर सोनम ने साबित किया है कि अगर ढंग की स्क्रिप्ट और किरदार मिले तो वह अपनी सीमाओं के बावजूद फिल्म को रोचक बना सकती हैं ।	positive
सोनम कपूर के हास्य में एक शालीनता है ।	positive
वह हंसी - मजाक के दृश्यों में भाव - मुद्राओं या संवादों से फूहड़ नहीं होतीं ।	positive
निश्चित ही लेखक - निर्देशक की मदद से वह ऐसा कर पाती हैं ।	neutral
' डॉली की डोली ' के मुश्किल दृश्यों में उनका संयम और आत्मविश्वास दिखता है ।	neutral
अन्य कलाकारों में राजकुमार राव ने गन्ना किसान सोनू सहरावत की भूमिका में अभिभूत किया है ।	neutral
